Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Active LB,Active Hospitalized LB,Cumulative Hospitalized LB,Total Detected Deaths LB,Active Ventilated LB,Total Detected UB,Active UB,Active Hospitalized UB,Cumulative Hospitalized UB,Total Detected Deaths UB,Active Ventilated UB
North America,Canada,Alberta,2020-08-18,11933,934,211,1790,216,32,12419.0,225.0,11933,934,211,1790,216,32,11933,934,211,1790,216,32
North America,Canada,Alberta,2020-08-19,11949,890,204,1792,217,30,12501.0,227.0,11949,890,204,1792,217,30,11949,890,204,1792,217,30
North America,Canada,Alberta,2020-08-20,11962,848,197,1794,217,29,12501.0,227.0,11962,848,197,1794,217,29,11962,848,197,1794,217,29
North America,Canada,Alberta,2020-08-21,11975,807,190,1796,217,27,12748.0,230.0,11975,807,190,1796,217,27,11975,807,190,1796,217,27
North America,Canada,Alberta,2020-08-22,11986,768,183,1798,218,26,12748.0,230.0,11986,768,183,1798,218,26,11986,768,183,1798,218,26
North America,Canada,Alberta,2020-08-23,11996,730,176,1799,218,24,12748.0,230.0,11996,730,176,1799,218,24,11996,730,176,1799,218,24
North America,Canada,Alberta,2020-08-24,12005,693,169,1801,218,23,,,12005,693,169,1801,218,23,12005,693,169,1801,218,23
North America,Canada,Alberta,2020-08-25,12013,658,163,1802,219,22,,,12005,614,152,1801,218,21,12818,702,174,1923,235,23
North America,Canada,Alberta,2020-08-26,12020,625,156,1803,219,21,,,12005,566,141,1801,218,19,13158,684,171,1974,242,23
North America,Canada,Alberta,2020-08-27,12027,593,150,1804,219,20,,,12005,524,133,1801,218,18,13421,662,167,2013,247,22
North America,Canada,Alberta,2020-08-28,12033,562,144,1805,219,18,,,12005,487,125,1801,218,16,13642,637,163,2046,252,20
North America,Canada,Alberta,2020-08-29,12039,533,139,1806,219,17,,,12005,453,118,1801,218,14,13838,613,160,2076,256,20
North America,Canada,Alberta,2020-08-30,12043,505,133,1807,220,16,,,12005,422,111,1801,218,13,14014,588,155,2103,260,19
North America,Canada,Alberta,2020-08-31,12048,478,128,1807,220,15,,,12005,394,105,1801,218,12,14177,562,151,2126,264,18
North America,Canada,Alberta,2020-09-01,12052,453,123,1808,220,15,,,12005,367,100,1801,218,12,14328,539,146,2149,267,18
North America,Canada,Alberta,2020-09-02,12056,429,118,1808,220,14,,,12005,343,94,1801,218,11,14470,515,142,2170,269,17
North America,Canada,Alberta,2020-09-03,12059,406,113,1809,220,13,,,12005,320,89,1801,218,10,14604,492,137,2191,272,16
North America,Canada,Alberta,2020-09-04,12062,384,108,1809,220,12,,,12005,299,84,1801,218,9,14731,469,132,2209,275,15
North America,Canada,Alberta,2020-09-05,12064,363,104,1810,220,11,,,12005,279,80,1801,218,8,14852,447,128,2228,277,14
North America,Canada,Alberta,2020-09-06,12067,343,99,1810,220,11,,,12005,261,75,1801,218,8,14968,425,123,2245,279,14
North America,Canada,Alberta,2020-09-07,12069,324,95,1810,220,10,,,12005,243,71,1801,218,8,15080,405,119,2262,282,12
North America,Canada,Alberta,2020-09-08,12071,306,91,1811,220,10,,,12005,227,68,1801,218,7,15188,385,114,2279,284,13
North America,Canada,Alberta,2020-09-09,12073,290,87,1811,221,9,,,12005,213,64,1801,218,7,15292,367,110,2294,287,11
North America,Canada,Alberta,2020-09-10,12074,274,83,1811,221,8,,,12005,199,60,1801,218,6,15392,349,106,2309,289,10
North America,Canada,Alberta,2020-09-11,12076,258,80,1811,221,8,,,12005,185,57,1801,218,6,15490,331,103,2323,291,10
North America,Canada,Alberta,2020-09-12,12077,244,76,1812,221,7,,,12005,173,54,1801,218,5,15585,315,98,2338,293,9
North America,Canada,Alberta,2020-09-13,12078,231,73,1812,221,7,,,12005,162,51,1801,218,5,15677,300,95,2352,295,9
North America,Canada,Alberta,2020-09-14,12079,218,70,1812,221,7,,,12005,151,49,1801,218,5,15767,285,91,2365,296,9
North America,Canada,Alberta,2020-09-15,12080,206,67,1812,221,6,,,12005,142,46,1801,218,4,15854,270,88,2378,298,8
North America,Canada,Alberta,2020-09-16,12081,194,64,1812,221,6,,,12005,132,44,1801,218,4,15940,256,84,2391,300,8
North America,Canada,Alberta,2020-09-17,12082,183,61,1812,221,5,,,12005,123,41,1801,218,3,16024,243,81,2403,302,7
North America,Canada,Alberta,2020-09-18,12082,173,59,1812,221,5,,,12005,115,39,1801,218,3,16106,231,79,2415,303,7
North America,Canada,Alberta,2020-09-19,12083,163,56,1812,221,5,,,12005,108,37,1801,218,3,16186,218,75,2427,305,7
North America,Canada,Alberta,2020-09-20,12084,154,54,1813,221,4,,,12005,101,35,1801,218,3,16265,207,73,2440,306,5
North America,Canada,Alberta,2020-09-21,12084,145,51,1813,221,4,,,12005,94,33,1801,218,3,16342,196,69,2452,308,5
North America,Canada,Alberta,2020-09-22,12085,137,49,1813,221,4,,,12005,88,31,1801,218,3,16419,186,67,2463,310,5
North America,Canada,Alberta,2020-09-23,12085,129,47,1813,221,4,,,12005,82,30,1801,218,3,16493,176,64,2474,311,5
North America,Canada,Alberta,2020-09-24,12085,122,45,1813,221,3,,,12005,77,28,1801,218,2,16565,167,62,2485,313,4
North America,Canada,Alberta,2020-09-25,12086,115,43,1813,221,3,,,12005,72,27,1801,218,2,16638,158,59,2496,314,4
North America,Canada,Alberta,2020-09-26,12086,109,41,1813,221,3,,,12005,67,25,1801,218,2,16709,151,57,2506,315,4
North America,Canada,Alberta,2020-09-27,12086,103,39,1813,221,3,,,12005,63,24,1801,218,2,16778,143,54,2517,317,4
North America,Canada,Alberta,2020-09-28,12086,97,37,1813,221,3,,,12005,59,22,1801,218,2,16847,135,52,2527,318,4
North America,Canada,Alberta,2020-09-29,12087,91,36,1813,221,2,,,12005,55,22,1801,218,1,16915,127,50,2537,320,3
North America,Canada,Alberta,2020-09-30,12087,86,34,1813,221,2,,,12005,51,20,1801,218,1,16982,121,48,2547,321,3
North America,Canada,Alberta,2020-10-01,12087,81,33,1813,221,2,,,12005,48,19,1801,218,1,17048,114,47,2557,322,3
North America,Canada,Alberta,2020-10-02,12087,77,31,1813,221,2,,,12005,45,18,1801,218,1,17112,109,44,2567,324,3
North America,Canada,Alberta,2020-10-03,12087,72,30,1813,221,2,,,12005,42,17,1801,218,1,17176,102,43,2576,325,3
North America,Canada,Alberta,2020-10-04,12087,68,28,1813,221,2,,,12005,39,16,1801,218,1,17240,97,40,2586,326,3
North America,Canada,Alberta,2020-10-05,12088,64,27,1813,221,2,,,12005,36,15,1801,218,1,17303,92,39,2595,328,3
North America,Canada,Alberta,2020-10-06,12088,61,26,1813,221,2,,,12005,34,15,1801,218,1,17365,88,37,2604,329,3
North America,Canada,Alberta,2020-10-07,12088,57,25,1813,221,1,,,12005,32,14,1801,218,1,17426,82,36,2614,330,1
North America,Canada,Alberta,2020-10-08,12088,54,24,1813,221,1,,,12005,30,13,1801,218,1,17486,78,35,2623,331,1
North America,Canada,Alberta,2020-10-09,12088,51,23,1813,221,1,,,12005,28,13,1801,218,1,17546,74,33,2632,333,1
North America,Canada,Alberta,2020-10-10,12088,48,22,1813,221,1,,,12005,26,12,1801,218,1,17605,70,32,2640,334,1
North America,Canada,Alberta,2020-10-11,12088,46,21,1813,221,1,,,12005,25,11,1801,218,1,17663,67,31,2649,335,1
North America,Canada,Alberta,2020-10-12,12088,43,20,1813,221,1,,,12005,23,11,1801,218,1,17721,63,29,2658,336,1
North America,Canada,Alberta,2020-10-13,12088,41,19,1813,221,1,,,12005,22,10,1801,218,1,17778,60,28,2666,337,1
North America,Canada,Alberta,2020-10-14,12088,38,18,1813,221,1,,,12005,20,9,1801,218,1,17835,56,27,2675,338,1
North America,Canada,Alberta,2020-10-15,12088,36,17,1813,221,1,,,12005,19,9,1801,218,1,17891,53,25,2683,340,1
North America,Canada,Alberta,2020-10-16,12088,34,16,1813,221,1,,,12005,18,8,1801,218,1,17946,50,24,2692,341,1
North America,Canada,Alberta,2020-10-17,12088,32,16,1813,221,1,,,12005,16,8,1801,218,1,18001,48,24,2700,342,1
North America,Canada,Alberta,2020-10-18,12088,30,15,1813,221,1,,,12005,15,8,1801,218,1,18056,45,22,2708,343,1
North America,Canada,Alberta,2020-10-19,12088,29,14,1813,221,1,,,12005,15,7,1801,218,1,18110,43,21,2716,344,1
North America,Canada,Alberta,2020-10-20,12088,27,14,1813,221,1,,,12005,13,7,1801,218,0,18164,41,21,2724,345,2
North America,Canada,Alberta,2020-10-21,12088,26,13,1813,221,1,,,12005,13,6,1801,218,0,18217,39,20,2732,346,2
North America,Canada,Alberta,2020-10-22,12088,24,12,1813,221,1,,,12005,12,6,1801,218,0,18269,36,18,2740,347,2
North America,Canada,Alberta,2020-10-23,12088,23,12,1813,221,0,,,12005,11,6,1801,218,0,18321,35,18,2748,348,0
North America,Canada,Alberta,2020-10-24,12088,22,11,1813,221,0,,,12005,11,5,1801,218,0,18373,33,17,2756,349,0
North America,Canada,Alberta,2020-10-25,12088,20,11,1813,221,0,,,12005,10,5,1801,218,0,18424,30,17,2763,350,0
North America,Canada,Alberta,2020-10-26,12088,19,10,1813,221,0,,,12005,9,5,1801,218,0,18475,29,15,2771,352,0
North America,Canada,Alberta,2020-10-27,12088,18,10,1813,221,0,,,12005,8,5,1801,218,0,18526,28,15,2779,353,0
North America,Canada,Alberta,2020-10-28,12088,17,9,1813,221,0,,,12005,8,4,1801,218,0,18576,26,14,2786,354,0
North America,Canada,Alberta,2020-10-29,12088,16,9,1813,221,0,,,12005,7,4,1801,218,0,18626,25,14,2794,355,0
North America,Canada,Alberta,2020-10-30,12088,15,9,1813,221,0,,,12005,7,4,1801,218,0,18675,23,14,2801,356,0
North America,Canada,Alberta,2020-10-31,12088,15,8,1813,221,0,,,12005,7,4,1801,218,0,18724,23,12,2808,357,0
North America,Canada,Alberta,2020-11-01,12088,14,8,1813,221,0,,,12005,6,4,1801,218,0,18773,22,12,2816,358,0
North America,Canada,Alberta,2020-11-02,12088,13,8,1813,221,0,,,12005,6,4,1801,218,0,18821,20,12,2823,359,0
North America,Canada,Alberta,2020-11-03,12088,12,7,1813,221,0,,,12005,5,3,1801,218,0,18869,19,11,2830,360,0
North America,Canada,Alberta,2020-11-04,12088,12,7,1813,221,0,,,12005,5,3,1801,218,0,18916,19,11,2837,361,0
North America,Canada,Alberta,2020-11-05,12088,11,7,1813,221,0,,,12005,5,3,1801,218,0,18964,17,11,2844,361,0
North America,Canada,Alberta,2020-11-06,12088,10,6,1813,221,0,,,12005,4,3,1801,218,0,19010,16,9,2851,362,0
North America,Canada,Alberta,2020-11-07,12088,10,6,1813,221,0,,,12005,4,3,1801,218,0,19057,16,9,2858,363,0
North America,Canada,Alberta,2020-11-08,12088,9,6,1813,221,0,,,12005,4,3,1801,218,0,19103,14,9,2865,364,0
North America,Canada,Alberta,2020-11-09,12088,9,5,1813,221,0,,,12005,4,2,1801,218,0,19149,14,8,2872,365,0
North America,Canada,Alberta,2020-11-10,12088,8,5,1813,221,0,,,12005,3,2,1801,218,0,19195,13,8,2879,366,0
North America,Canada,Alberta,2020-11-11,12088,8,5,1813,221,0,,,12005,3,2,1801,218,0,19241,13,8,2886,367,0
North America,Canada,Alberta,2020-11-12,12088,8,5,1813,221,0,,,12005,3,2,1801,218,0,19286,13,8,2893,368,0
North America,Canada,Alberta,2020-11-13,12088,7,5,1813,221,0,,,12005,3,2,1801,218,0,19330,11,8,2899,369,0
North America,Canada,Alberta,2020-11-14,12088,7,4,1813,221,0,,,12005,3,2,1801,218,0,19375,11,6,2906,370,0
North America,Canada,Alberta,2020-11-15,12088,6,4,1813,221,0,,,12005,2,2,1801,218,0,19419,10,6,2913,371,0
North America,Canada,British Columbia,2020-03-16,103,79,12,12,4,3,103.0,4.0,103,79,12,12,4,3,103,79,12,12,4,3
North America,Canada,British Columbia,2020-03-17,211,179,27,28,5,7,103.0,4.0,211,179,27,28,5,7,211,179,27,28,5,7
North America,Canada,British Columbia,2020-03-18,300,254,39,41,6,9,186.0,7.0,300,254,39,41,6,9,300,254,39,41,6,9
North America,Canada,British Columbia,2020-03-19,376,311,48,53,7,12,231.0,7.0,376,311,48,53,7,12,376,311,48,53,7,12
North America,Canada,British Columbia,2020-03-20,443,358,56,63,9,13,271.0,8.0,443,358,56,63,9,13,443,358,56,63,9,13
North America,Canada,British Columbia,2020-03-21,505,396,63,72,10,15,424.0,10.0,505,396,63,72,10,15,505,396,63,72,10,15
North America,Canada,British Columbia,2020-03-22,564,428,68,81,12,16,424.0,10.0,564,428,68,81,12,16,564,428,68,81,12,16
North America,Canada,British Columbia,2020-03-23,619,456,73,89,14,17,472.0,13.0,619,456,73,89,14,17,619,456,73,89,14,17
North America,Canada,British Columbia,2020-03-24,673,480,78,97,17,18,617.0,13.0,673,480,78,97,17,18,673,480,78,97,17,18
North America,Canada,British Columbia,2020-03-25,724,500,82,105,19,18,617.0,13.0,724,500,82,105,19,18,724,500,82,105,19,18
North America,Canada,British Columbia,2020-03-26,775,519,86,113,21,19,725.0,14.0,775,519,86,113,21,19,775,519,86,113,21,19
North America,Canada,British Columbia,2020-03-27,824,535,89,120,24,20,725.0,14.0,824,535,89,120,24,20,824,535,89,120,24,20
North America,Canada,British Columbia,2020-03-28,872,549,92,127,27,20,884.0,17.0,872,549,92,127,27,20,872,549,92,127,27,20
North America,Canada,British Columbia,2020-03-29,919,561,95,134,29,21,884.0,17.0,919,561,95,134,29,21,919,561,95,134,29,21
North America,Canada,British Columbia,2020-03-30,966,571,97,141,32,21,970.0,19.0,966,571,97,141,32,21,966,571,97,141,32,21
North America,Canada,British Columbia,2020-03-31,1011,580,100,148,35,21,1013.0,24.0,1011,580,100,148,35,21,1011,580,100,148,35,21
North America,Canada,British Columbia,2020-04-01,1055,588,102,155,37,21,1013.0,24.0,1055,588,102,155,37,21,1055,588,102,155,37,21
North America,Canada,British Columbia,2020-04-02,1099,594,104,161,40,22,1121.0,31.0,1099,594,104,161,40,22,1099,594,104,161,40,22
North America,Canada,British Columbia,2020-04-03,1142,600,105,168,43,22,1174.0,31.0,1142,600,105,168,43,22,1142,600,105,168,43,22
North America,Canada,British Columbia,2020-04-04,1184,604,107,174,46,22,1203.0,38.0,1184,604,107,174,46,22,1184,604,107,174,46,22
North America,Canada,British Columbia,2020-04-05,1225,607,108,180,48,22,1203.0,38.0,1225,607,108,180,48,22,1225,607,108,180,48,22
North America,Canada,British Columbia,2020-04-06,1265,609,109,186,51,22,1266.0,38.0,1265,609,109,186,51,22,1265,609,109,186,51,22
North America,Canada,British Columbia,2020-04-07,1305,610,110,192,54,22,1266.0,39.0,1305,610,110,192,54,22,1305,610,110,192,54,22
North America,Canada,British Columbia,2020-04-08,1344,611,111,198,57,22,1291.0,43.0,1344,611,111,198,57,22,1344,611,111,198,57,22
North America,Canada,British Columbia,2020-04-09,1382,611,111,204,60,22,1336.0,48.0,1382,611,111,204,60,22,1382,611,111,204,60,22
North America,Canada,British Columbia,2020-04-10,1420,610,112,209,62,22,1370.0,50.0,1420,610,112,209,62,22,1420,610,112,209,62,22
North America,Canada,British Columbia,2020-04-11,1457,609,112,215,65,22,1445.0,58.0,1457,609,112,215,65,22,1457,609,112,215,65,22
North America,Canada,British Columbia,2020-04-12,1493,607,112,220,68,22,1445.0,58.0,1493,607,112,220,68,22,1493,607,112,220,68,22
North America,Canada,British Columbia,2020-04-13,1529,604,113,226,70,22,1490.0,69.0,1529,604,113,226,70,22,1529,604,113,226,70,22
North America,Canada,British Columbia,2020-04-14,1563,601,113,231,73,22,1490.0,69.0,1563,601,113,231,73,22,1563,601,113,231,73,22
North America,Canada,British Columbia,2020-04-15,1598,598,113,236,76,21,1517.0,72.0,1598,598,113,236,76,21,1598,598,113,236,76,21
North America,Canada,British Columbia,2020-04-16,1631,594,112,241,78,21,1561.0,75.0,1631,594,112,241,78,21,1631,594,112,241,78,21
North America,Canada,British Columbia,2020-04-17,1664,589,112,246,81,21,1575.0,77.0,1664,589,112,246,81,21,1664,589,112,246,81,21
North America,Canada,British Columbia,2020-04-18,1696,585,112,251,83,21,1618.0,78.0,1696,585,112,251,83,21,1696,585,112,251,83,21
North America,Canada,British Columbia,2020-04-19,1728,580,111,256,86,21,1647.0,81.0,1728,580,111,256,86,21,1728,580,111,256,86,21
North America,Canada,British Columbia,2020-04-20,1759,575,111,260,88,20,1647.0,82.0,1759,575,111,260,88,20,1759,575,111,260,88,20
North America,Canada,British Columbia,2020-04-21,1790,570,111,265,91,20,1724.0,87.0,1790,570,111,265,91,20,1790,570,111,265,91,20
North America,Canada,British Columbia,2020-04-22,1820,564,110,269,93,20,1795.0,90.0,1820,564,110,269,93,20,1820,564,110,269,93,20
North America,Canada,British Columbia,2020-04-23,1849,558,109,274,96,20,1824.0,94.0,1849,558,109,274,96,20,1849,558,109,274,96,20
North America,Canada,British Columbia,2020-04-24,1878,552,109,278,98,20,1853.0,98.0,1878,552,109,278,98,20,1878,552,109,278,98,20
North America,Canada,British Columbia,2020-04-25,1907,546,108,282,100,19,1948.0,100.0,1907,546,108,282,100,19,1907,546,108,282,100,19
North America,Canada,British Columbia,2020-04-26,1935,540,107,287,102,19,1948.0,100.0,1935,540,107,287,102,19,1935,540,107,287,102,19
North America,Canada,British Columbia,2020-04-27,1962,534,106,291,105,19,1998.0,104.0,1962,534,106,291,105,19,1962,534,106,291,105,19
North America,Canada,British Columbia,2020-04-28,1989,528,105,295,107,19,2053.0,106.0,1989,528,105,295,107,19,1989,528,105,295,107,19
North America,Canada,British Columbia,2020-04-29,2015,521,105,299,109,18,2087.0,109.0,2015,521,105,299,109,18,2015,521,105,299,109,18
North America,Canada,British Columbia,2020-04-30,2041,514,104,303,111,18,2112.0,111.0,2041,514,104,303,111,18,2041,514,104,303,111,18
North America,Canada,British Columbia,2020-05-01,2066,508,103,306,113,18,2145.0,112.0,2066,508,103,306,113,18,2066,508,103,306,113,18
North America,Canada,British Columbia,2020-05-02,2091,501,102,310,115,18,2171.0,114.0,2091,501,102,310,115,18,2091,501,102,310,115,18
North America,Canada,British Columbia,2020-05-03,2116,494,101,314,117,17,2171.0,114.0,2116,494,101,314,117,17,2116,494,101,314,117,17
North America,Canada,British Columbia,2020-05-04,2140,488,100,317,119,17,2224.0,117.0,2140,488,100,317,119,17,2140,488,100,317,119,17
North America,Canada,British Columbia,2020-05-05,2163,481,99,321,121,17,2232.0,121.0,2163,481,99,321,121,17,2163,481,99,321,121,17
North America,Canada,British Columbia,2020-05-06,2186,474,98,324,122,17,2255.0,124.0,2186,474,98,324,122,17,2186,474,98,324,122,17
North America,Canada,British Columbia,2020-05-07,2209,467,97,328,124,16,2288.0,126.0,2209,467,97,328,124,16,2209,467,97,328,124,16
North America,Canada,British Columbia,2020-05-08,2231,460,95,331,126,16,2315.0,127.0,2231,460,95,331,126,16,2231,460,95,331,126,16
North America,Canada,British Columbia,2020-05-09,2253,453,94,334,128,16,2330.0,129.0,2253,453,94,334,128,16,2253,453,94,334,128,16
North America,Canada,British Columbia,2020-05-10,2274,447,93,338,129,16,2330.0,129.0,2274,447,93,338,129,16,2274,447,93,338,129,16
North America,Canada,British Columbia,2020-05-11,2296,440,92,341,131,15,2353.0,130.0,2296,440,92,341,131,15,2296,440,92,341,131,15
North America,Canada,British Columbia,2020-05-12,2316,433,91,344,133,15,2360.0,132.0,2316,433,91,344,133,15,2316,433,91,344,133,15
North America,Canada,British Columbia,2020-05-13,2336,427,90,347,134,15,2376.0,132.0,2336,427,90,347,134,15,2336,427,90,347,134,15
North America,Canada,British Columbia,2020-05-14,2356,420,89,350,136,15,2392.0,135.0,2356,420,89,350,136,15,2356,420,89,350,136,15
North America,Canada,British Columbia,2020-05-15,2376,413,88,353,137,14,2407.0,140.0,2376,413,88,353,137,14,2376,413,88,353,137,14
North America,Canada,British Columbia,2020-05-16,2395,407,86,356,139,14,2428.0,141.0,2395,407,86,356,139,14,2395,407,86,356,139,14
North America,Canada,British Columbia,2020-05-17,2414,400,85,358,140,14,2428.0,141.0,2414,400,85,358,140,14,2414,400,85,358,140,14
North America,Canada,British Columbia,2020-05-18,2432,394,84,361,141,14,2444.0,143.0,2432,394,84,361,141,14,2432,394,84,361,141,14
North America,Canada,British Columbia,2020-05-19,2450,388,83,364,143,13,2446.0,146.0,2450,388,83,364,143,13,2450,388,83,364,143,13
North America,Canada,British Columbia,2020-05-20,2468,381,82,367,144,13,2467.0,149.0,2468,381,82,367,144,13,2468,381,82,367,144,13
North America,Canada,British Columbia,2020-05-21,2486,375,81,369,145,13,2479.0,152.0,2486,375,81,369,145,13,2486,375,81,369,145,13
North America,Canada,British Columbia,2020-05-22,2503,369,80,372,147,13,2507.0,155.0,2503,369,80,372,147,13,2503,369,80,372,147,13
North America,Canada,British Columbia,2020-05-23,2519,363,79,374,148,13,2517.0,157.0,2519,363,79,374,148,13,2519,363,79,374,148,13
North America,Canada,British Columbia,2020-05-24,2536,357,77,377,149,12,2517.0,157.0,2536,357,77,377,149,12,2536,357,77,377,149,12
North America,Canada,British Columbia,2020-05-25,2552,351,76,379,150,12,2530.0,161.0,2552,351,76,379,150,12,2552,351,76,379,150,12
North America,Canada,British Columbia,2020-05-26,2568,345,75,382,152,12,2541.0,161.0,2568,345,75,382,152,12,2568,345,75,382,152,12
North America,Canada,British Columbia,2020-05-27,2584,339,74,384,153,12,2550.0,162.0,2584,339,74,384,153,12,2584,339,74,384,153,12
North America,Canada,British Columbia,2020-05-28,2599,333,73,386,154,11,2558.0,164.0,2599,333,73,386,154,11,2599,333,73,386,154,11
North America,Canada,British Columbia,2020-05-29,2614,328,72,388,155,11,2562.0,164.0,2614,328,72,388,155,11,2614,328,72,388,155,11
North America,Canada,British Columbia,2020-05-30,2629,322,71,391,156,11,2573.0,164.0,2629,322,71,391,156,11,2629,322,71,391,156,11
North America,Canada,British Columbia,2020-05-31,2643,317,70,393,157,11,2573.0,164.0,2643,317,70,393,157,11,2643,317,70,393,157,11
North America,Canada,British Columbia,2020-06-01,2657,311,69,395,158,11,2597.0,165.0,2657,311,69,395,158,11,2657,311,69,395,158,11
North America,Canada,British Columbia,2020-06-02,2671,306,68,397,159,11,2601.0,165.0,2671,306,68,397,159,11,2671,306,68,397,159,11
North America,Canada,British Columbia,2020-06-03,2685,300,67,399,160,10,2623.0,166.0,2685,300,67,399,160,10,2685,300,67,399,160,10
North America,Canada,British Columbia,2020-06-04,2698,295,66,401,161,10,2632.0,166.0,2698,295,66,401,161,10,2698,295,66,401,161,10
North America,Canada,British Columbia,2020-06-05,2712,290,65,403,162,10,2632.0,167.0,2712,290,65,403,162,10,2712,290,65,403,162,10
North America,Canada,British Columbia,2020-06-06,2725,285,64,405,163,10,2632.0,167.0,2725,285,64,405,163,10,2725,285,64,405,163,10
North America,Canada,British Columbia,2020-06-07,2737,280,63,407,163,10,2632.0,167.0,2737,280,63,407,163,10,2737,280,63,407,163,10
North America,Canada,British Columbia,2020-06-08,2750,275,62,409,164,9,2659.0,167.0,2750,275,62,409,164,9,2750,275,62,409,164,9
North America,Canada,British Columbia,2020-06-09,2762,270,61,411,165,9,2669.0,167.0,2762,270,61,411,165,9,2762,270,61,411,165,9
North America,Canada,British Columbia,2020-06-10,2774,265,60,412,166,9,2680.0,167.0,2774,265,60,412,166,9,2774,265,60,412,166,9
North America,Canada,British Columbia,2020-06-11,2786,261,59,414,167,9,2694.0,167.0,2786,261,59,414,167,9,2786,261,59,414,167,9
North America,Canada,British Columbia,2020-06-12,2797,256,58,416,167,9,2709.0,168.0,2797,256,58,416,167,9,2797,256,58,416,167,9
North America,Canada,British Columbia,2020-06-13,2809,251,57,418,168,9,2709.0,168.0,2809,251,57,418,168,9,2809,251,57,418,168,9
North America,Canada,British Columbia,2020-06-14,2820,247,56,419,169,8,2709.0,168.0,2820,247,56,419,169,8,2820,247,56,419,169,8
North America,Canada,British Columbia,2020-06-15,2831,243,55,421,170,8,2745.0,168.0,2831,243,55,421,170,8,2831,243,55,421,170,8
North America,Canada,British Columbia,2020-06-16,2841,238,54,423,170,8,2756.0,168.0,2841,238,54,423,170,8,2841,238,54,423,170,8
North America,Canada,British Columbia,2020-06-17,2852,234,53,424,171,8,2775.0,168.0,2852,234,53,424,171,8,2852,234,53,424,171,8
North America,Canada,British Columbia,2020-06-18,2862,230,52,426,172,8,2783.0,168.0,2862,230,52,426,172,8,2862,230,52,426,172,8
North America,Canada,British Columbia,2020-06-19,2872,226,51,427,172,8,2790.0,168.0,2872,226,51,427,172,8,2872,226,51,427,172,8
North America,Canada,British Columbia,2020-06-20,2882,222,50,429,173,8,2790.0,168.0,2882,222,50,429,173,8,2882,222,50,429,173,8
North America,Canada,British Columbia,2020-06-21,2892,218,50,430,174,7,2790.0,168.0,2892,218,50,430,174,7,2892,218,50,430,174,7
North America,Canada,British Columbia,2020-06-22,2902,214,49,432,174,7,2822.0,169.0,2902,214,49,432,174,7,2902,214,49,432,174,7
North America,Canada,British Columbia,2020-06-23,2911,210,48,433,175,7,2835.0,170.0,2911,210,48,433,175,7,2911,210,48,433,175,7
North America,Canada,British Columbia,2020-06-24,2920,206,47,434,175,7,2849.0,171.0,2920,206,47,434,175,7,2920,206,47,434,175,7
North America,Canada,British Columbia,2020-06-25,2929,202,46,436,176,7,2869.0,173.0,2929,202,46,436,176,7,2929,202,46,436,176,7
North America,Canada,British Columbia,2020-06-26,2938,199,46,437,176,7,2878.0,174.0,2938,199,46,437,176,7,2938,199,46,437,176,7
North America,Canada,British Columbia,2020-06-27,2947,195,45,438,177,7,2878.0,174.0,2947,195,45,438,177,7,2947,195,45,438,177,7
North America,Canada,British Columbia,2020-06-28,2956,192,44,440,177,7,2878.0,174.0,2956,192,44,440,177,7,2956,192,44,440,177,7
North America,Canada,British Columbia,2020-06-29,2964,188,43,441,178,6,2904.0,174.0,2964,188,43,441,178,6,2964,188,43,441,178,6
North America,Canada,British Columbia,2020-06-30,2973,185,43,442,178,6,2916.0,174.0,2973,185,43,442,178,6,2973,185,43,442,178,6
North America,Canada,British Columbia,2020-07-01,2981,182,42,444,179,6,2916.0,174.0,2981,182,42,444,179,6,2981,182,42,444,179,6
North America,Canada,British Columbia,2020-07-02,2990,179,41,445,179,6,2940.0,177.0,2990,179,41,445,179,6,2990,179,41,445,179,6
North America,Canada,British Columbia,2020-07-03,2998,176,41,446,180,6,2947.0,177.0,2998,176,41,446,180,6,2998,176,41,446,180,6
North America,Canada,British Columbia,2020-07-04,3006,173,40,447,180,6,2947.0,177.0,3006,173,40,447,180,6,3006,173,40,447,180,6
North America,Canada,British Columbia,2020-07-05,3014,171,39,449,181,6,2947.0,177.0,3014,171,39,449,181,6,3014,171,39,449,181,6
North America,Canada,British Columbia,2020-07-06,3023,169,39,450,181,6,2978.0,183.0,3023,169,39,450,181,6,3023,169,39,450,181,6
North America,Canada,British Columbia,2020-07-07,3031,167,38,451,182,6,2990.0,183.0,3031,167,38,451,182,6,3031,167,38,451,182,6
North America,Canada,British Columbia,2020-07-08,3040,165,38,452,182,6,3008.0,186.0,3040,165,38,452,182,6,3040,165,38,452,182,6
North America,Canada,British Columbia,2020-07-09,3048,163,37,454,182,6,3028.0,186.0,3048,163,37,454,182,6,3048,163,37,454,182,6
North America,Canada,British Columbia,2020-07-10,3058,162,37,455,183,6,3053.0,187.0,3058,162,37,455,183,6,3058,162,37,455,183,6
North America,Canada,British Columbia,2020-07-11,3067,161,37,456,183,5,3053.0,187.0,3067,161,37,456,183,5,3067,161,37,456,183,5
North America,Canada,British Columbia,2020-07-12,3077,161,37,458,183,5,3053.0,187.0,3077,161,37,458,183,5,3077,161,37,458,183,5
