Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated
Africa,Sao Tome and Principe,None,2021-05-04,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-05,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-06,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-07,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-08,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-09,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-10,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-11,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-12,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-13,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-14,1697,1,0,61,31,0,0.0,0.0
Africa,Sao Tome and Principe,None,2021-05-15,1697,1,0,61,31,0,0.0,0.0
Africa,Senegal,None,2021-04-21,28314,23,13,14205,838,2,9292.641825423927,0.0
Africa,Senegal,None,2021-04-22,28314,23,13,14205,838,2,9356.831539894622,0.0
Africa,Senegal,None,2021-04-23,28314,22,13,14205,838,2,9421.021254365314,0.0
Africa,Senegal,None,2021-04-24,28314,22,12,14205,839,2,9485.210968836009,0.0
Africa,Senegal,None,2021-04-25,28314,21,12,14205,839,2,9549.400683306703,0.0
Africa,Senegal,None,2021-04-26,28314,21,12,14205,839,2,9613.590397777396,0.0
Africa,Senegal,None,2021-04-27,28314,20,11,14205,840,2,9677.78011224809,0.0
Africa,Senegal,None,2021-04-28,28314,20,11,14205,840,2,9741.969826718785,0.0
Africa,Senegal,None,2021-04-29,28314,19,11,14205,840,2,9806.159541189478,0.0
Africa,Senegal,None,2021-04-30,28314,19,11,14205,841,2,9870.349255660172,0.0
Africa,Senegal,None,2021-05-01,28314,18,10,14205,841,2,9934.538970130867,0.0
Africa,Senegal,None,2021-05-02,28314,18,10,14205,841,2,9998.72868460156,0.0
Africa,Senegal,None,2021-05-03,28314,18,10,14205,842,2,10062.918399072254,0.0
Africa,Senegal,None,2021-05-04,28314,17,10,14205,842,2,10127.108113542949,0.0
Africa,Senegal,None,2021-05-05,28314,17,9,14205,842,2,10191.297828013643,0.0
Africa,Senegal,None,2021-05-06,28314,16,9,14205,843,2,10255.487542484336,0.0
Africa,Senegal,None,2021-05-07,28314,16,9,14205,843,2,10319.67725695503,0.0
Africa,Senegal,None,2021-05-08,28314,16,9,14205,843,2,10383.866971425725,0.0
Africa,Senegal,None,2021-05-09,28314,15,8,14205,843,2,10448.056685896418,0.0
Africa,Senegal,None,2021-05-10,28314,15,8,14205,844,2,10512.246400367112,0.0
Africa,Senegal,None,2021-05-11,28314,15,8,14205,844,2,10576.436114837807,0.0
Africa,Senegal,None,2021-05-12,28314,14,8,14205,844,2,10640.6258293085,0.0
Africa,Senegal,None,2021-05-13,28314,14,8,14205,845,2,10704.815543779194,0.0
Africa,Senegal,None,2021-05-14,28314,14,7,14205,845,2,10769.005258249888,0.0
Africa,Senegal,None,2021-05-15,28314,13,7,14205,845,2,10833.194972720581,0.0
Africa,Seychelles,None,2021-04-21,3472,29,12,451,16,1,946.77,946.77
Africa,Seychelles,None,2021-04-22,3472,28,12,451,16,1,946.77,946.77
Africa,Seychelles,None,2021-04-23,3472,26,11,451,16,1,946.77,946.77
Africa,Seychelles,None,2021-04-24,3472,24,11,451,16,1,946.77,946.77
Africa,Seychelles,None,2021-04-25,3472,23,10,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-04-26,3472,22,10,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-04-27,3472,20,9,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-04-28,3472,19,9,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-04-29,3472,18,8,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-04-30,3472,17,8,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-01,3472,16,8,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-02,3472,15,7,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-03,3472,14,7,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-04,3472,14,7,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-05,3472,13,6,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-06,3472,12,6,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-07,3472,11,6,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-08,3472,11,6,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-09,3472,10,5,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-10,3472,10,5,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-11,3472,9,5,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-12,3472,9,5,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-13,3472,8,4,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-14,3472,8,4,451,16,0,946.77,946.77
Africa,Seychelles,None,2021-05-15,3472,7,4,451,16,0,946.77,946.77
Africa,Sierra Leone,None,2021-04-21,3555,0,0,4,79,0,9899.00842105263,584.3500000000007
Africa,Sierra Leone,None,2021-04-22,3555,0,0,4,79,0,9899.00842105263,640.9000000000008
Africa,Sierra Leone,None,2021-04-23,3555,0,0,4,79,0,9899.00842105263,697.4500000000007
Africa,Sierra Leone,None,2021-04-24,3555,0,0,4,79,0,9899.00842105263,754.0000000000007
Africa,Sierra Leone,None,2021-04-25,3555,0,0,4,79,0,9899.00842105263,810.5500000000006
Africa,Sierra Leone,None,2021-04-26,3555,0,0,4,79,0,9899.00842105263,867.1000000000007
Africa,Sierra Leone,None,2021-04-27,3555,0,0,4,79,0,9899.00842105263,923.6500000000007
Africa,Sierra Leone,None,2021-04-28,3555,0,0,4,79,0,9899.00842105263,980.2000000000007
Africa,Sierra Leone,None,2021-04-29,3555,0,0,4,79,0,9899.00842105263,1036.7500000000007
Africa,Sierra Leone,None,2021-04-30,3555,0,0,4,79,0,9899.00842105263,1093.3000000000006
Africa,Sierra Leone,None,2021-05-01,3555,0,0,4,79,0,9899.00842105263,1149.8500000000008
Africa,Sierra Leone,None,2021-05-02,3555,0,0,4,79,0,9899.00842105263,1206.4000000000008
Africa,Sierra Leone,None,2021-05-03,3555,0,0,4,79,0,9899.00842105263,1262.9500000000007
Africa,Sierra Leone,None,2021-05-04,3555,0,0,4,79,0,9899.00842105263,1319.5000000000007
Africa,Sierra Leone,None,2021-05-05,3555,0,0,4,79,0,9899.00842105263,1376.0500000000006
Africa,Sierra Leone,None,2021-05-06,3555,0,0,4,79,0,9899.00842105263,1432.6000000000006
Africa,Sierra Leone,None,2021-05-07,3555,0,0,4,79,0,9899.00842105263,1489.1500000000005
Africa,Sierra Leone,None,2021-05-08,3555,0,0,4,79,0,9899.00842105263,1545.7000000000007
Africa,Sierra Leone,None,2021-05-09,3555,0,0,4,79,0,9899.00842105263,1602.2500000000007
Africa,Sierra Leone,None,2021-05-10,3555,0,0,4,79,0,9899.00842105263,1658.8000000000006
Africa,Sierra Leone,None,2021-05-11,3555,0,0,4,79,0,9899.00842105263,1715.3500000000006
Africa,Sierra Leone,None,2021-05-12,3555,0,0,4,79,0,9899.00842105263,1771.9000000000005
Africa,Sierra Leone,None,2021-05-13,3555,0,0,4,79,0,9899.00842105263,1828.4500000000007
Africa,Sierra Leone,None,2021-05-14,3555,0,0,4,79,0,9899.00842105263,1885.0000000000007
Africa,Sierra Leone,None,2021-05-15,3555,0,0,4,79,0,9899.00842105263,1941.5500000000006
Africa,Somalia,None,2021-04-21,7367,15,9,3738,341,2,0.0,0.0
Africa,Somalia,None,2021-04-22,7367,14,8,3738,341,2,0.0,0.0
Africa,Somalia,None,2021-04-23,7367,14,8,3738,342,1,0.0,0.0
Africa,Somalia,None,2021-04-24,7367,14,8,3738,342,1,0.0,0.0
Africa,Somalia,None,2021-04-25,7367,13,8,3738,342,1,0.0,0.0
Africa,Somalia,None,2021-04-26,7367,13,8,3738,342,1,0.0,0.0
Africa,Somalia,None,2021-04-27,7367,13,7,3738,342,1,0.0,0.0
Africa,Somalia,None,2021-04-28,7367,12,7,3738,343,1,0.0,0.0
Africa,Somalia,None,2021-04-29,7367,12,7,3738,343,1,0.0,0.0
Africa,Somalia,None,2021-04-30,7367,12,7,3738,343,1,0.0,0.0
Africa,Somalia,None,2021-05-01,7367,12,7,3738,343,1,0.0,0.0
Africa,Somalia,None,2021-05-02,7367,11,6,3738,344,1,0.0,0.0
Africa,Somalia,None,2021-05-03,7367,11,6,3738,344,1,0.0,0.0
Africa,Somalia,None,2021-05-04,7367,11,6,3738,344,1,0.0,0.0
Africa,Somalia,None,2021-05-05,7367,11,6,3738,344,1,0.0,0.0
Africa,Somalia,None,2021-05-06,7367,10,6,3738,344,1,0.0,0.0
Africa,Somalia,None,2021-05-07,7367,10,6,3738,344,1,0.0,0.0
Africa,Somalia,None,2021-05-08,7367,10,5,3738,345,1,0.0,0.0
Africa,Somalia,None,2021-05-09,7367,10,5,3738,345,1,0.0,0.0
Africa,Somalia,None,2021-05-10,7367,9,5,3738,345,1,0.0,0.0
Africa,Somalia,None,2021-05-11,7367,9,5,3738,345,1,0.0,0.0
Africa,Somalia,None,2021-05-12,7367,9,5,3738,345,1,0.0,0.0
Africa,Somalia,None,2021-05-13,7367,9,5,3738,345,1,0.0,0.0
Africa,Somalia,None,2021-05-14,7367,9,5,3738,346,1,0.0,0.0
Africa,Somalia,None,2021-05-15,7367,8,5,3738,346,1,0.0,0.0
Africa,South Africa,None,2021-04-21,1181238,316,0,1469,41641,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-22,1181238,310,0,1469,41648,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-23,1181238,304,0,1469,41654,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-24,1181238,298,0,1469,41660,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-25,1181238,292,0,1469,41666,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-26,1181238,286,0,1469,41671,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-27,1181238,280,0,1469,41677,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-28,1181238,275,0,1469,41683,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-29,1181238,269,0,1469,41688,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-04-30,1181238,264,0,1469,41693,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-01,1181238,259,0,1469,41699,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-02,1181238,254,0,1469,41704,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-03,1181238,249,0,1469,41709,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-04,1181238,244,0,1469,41714,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-05,1181238,239,0,1469,41718,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-06,1181238,234,0,1469,41723,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-07,1181238,229,0,1469,41728,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-08,1181238,225,0,1469,41732,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-09,1181238,220,0,1469,41737,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-10,1181238,216,0,1469,41741,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-11,1181238,212,0,1469,41745,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-12,1181238,208,0,1469,41750,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-13,1181238,204,0,1469,41754,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-14,1181238,199,0,1469,41758,0,18337.23511904762,18337.23511904762
Africa,South Africa,None,2021-05-15,1181238,196,0,1469,41762,0,18337.23511904762,18337.23511904762
Africa,South Sudan,None,2021-04-21,7098,13,10,3603,101,1,0.0,0.0
Africa,South Sudan,None,2021-04-22,7098,13,10,3603,101,1,0.0,0.0
Africa,South Sudan,None,2021-04-23,7098,12,10,3603,101,1,0.0,0.0
Africa,South Sudan,None,2021-04-24,7098,12,9,3603,101,1,0.0,0.0
Africa,South Sudan,None,2021-04-25,7098,11,9,3603,101,1,0.0,0.0
Africa,South Sudan,None,2021-04-26,7098,11,8,3603,101,1,0.0,0.0
Africa,South Sudan,None,2021-04-27,7098,10,8,3603,101,1,0.0,0.0
Africa,South Sudan,None,2021-04-28,7098,10,8,3603,102,1,0.0,0.0
Africa,South Sudan,None,2021-04-29,7098,10,8,3603,102,1,0.0,0.0
Africa,South Sudan,None,2021-04-30,7098,9,7,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-01,7098,9,7,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-02,7098,9,7,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-03,7098,8,6,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-04,7098,8,6,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-05,7098,8,6,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-06,7098,7,6,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-07,7098,7,5,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-08,7098,7,5,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-09,7098,7,5,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-10,7098,6,5,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-11,7098,6,5,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-12,7098,6,4,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-13,7098,6,4,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-14,7098,6,4,3603,102,0,0.0,0.0
Africa,South Sudan,None,2021-05-15,7098,5,4,3603,102,0,0.0,0.0
Africa,Sudan,None,2021-04-21,28936,60,2,816,2035,0,395788.28,0.0
Africa,Sudan,None,2021-04-22,28936,59,2,816,2037,0,395788.28,0.0
Africa,Sudan,None,2021-04-23,28936,57,2,816,2038,0,395788.28,0.0
Africa,Sudan,None,2021-04-24,28936,56,2,816,2039,0,395788.28,0.0
Africa,Sudan,None,2021-04-25,28936,55,2,816,2040,0,395788.28,0.0
Africa,Sudan,None,2021-04-26,28936,54,2,816,2041,0,395788.28,0.0
Africa,Sudan,None,2021-04-27,28936,53,2,816,2042,0,395788.28,0.0
Africa,Sudan,None,2021-04-28,28936,52,2,816,2043,0,395788.28,0.0
Africa,Sudan,None,2021-04-29,28936,51,2,816,2044,0,395788.28,0.0
Africa,Sudan,None,2021-04-30,28936,50,2,816,2045,0,395788.28,0.0
Africa,Sudan,None,2021-05-01,28936,49,2,816,2046,0,395788.28,0.0
Africa,Sudan,None,2021-05-02,28936,48,2,816,2047,0,395788.28,0.0
Africa,Sudan,None,2021-05-03,28936,47,2,816,2048,0,395788.28,0.0
Africa,Sudan,None,2021-05-04,28936,46,2,816,2049,0,395788.28,0.0
Africa,Sudan,None,2021-05-05,28936,45,2,816,2050,0,395788.28,0.0
Africa,Sudan,None,2021-05-06,28936,44,2,816,2051,0,395788.28,0.0
Africa,Sudan,None,2021-05-07,28936,43,1,816,2051,0,395788.28,0.0
Africa,Sudan,None,2021-05-08,28936,42,1,816,2052,0,395788.28,0.0
Africa,Sudan,None,2021-05-09,28936,41,1,816,2053,0,395788.28,0.0
Africa,Sudan,None,2021-05-10,28936,40,1,816,2054,0,395788.28,0.0
Africa,Sudan,None,2021-05-11,28936,39,1,816,2055,0,395788.28,0.0
Africa,Sudan,None,2021-05-12,28936,39,1,816,2055,0,395788.28,0.0
Africa,Sudan,None,2021-05-13,28936,38,1,816,2056,0,395788.28,0.0
Africa,Sudan,None,2021-05-14,28936,37,1,816,2057,0,395788.28,0.0
Africa,Sudan,None,2021-05-15,28936,36,1,816,2058,0,395788.28,0.0
Africa,Tanzania,None,2021-04-21,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-22,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-23,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-24,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-25,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-26,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-27,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-28,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-29,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-04-30,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-01,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-02,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-03,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-04,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-05,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-06,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-07,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-08,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-09,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-10,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-11,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-12,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-13,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-14,509,0,0,213,21,0,0.0,0.0
Africa,Tanzania,None,2021-05-15,509,0,0,213,21,0,0.0,0.0
Africa,Togo,None,2021-04-21,7512,4,1,313,93,0,7958.7487648221195,0.0
Africa,Togo,None,2021-04-22,7512,4,1,313,93,0,8300.863142292475,0.0
Africa,Togo,None,2021-04-23,7512,4,1,313,93,0,8642.977519762831,0.0
Africa,Togo,None,2021-04-24,7512,4,1,313,93,0,8985.091897233187,0.0
Africa,Togo,None,2021-04-25,7512,3,1,313,93,0,9327.206274703543,0.0
Africa,Togo,None,2021-04-26,7512,3,1,313,93,0,9669.320652173898,0.0
Africa,Togo,None,2021-04-27,7512,3,1,313,93,0,10011.435029644254,0.0
Africa,Togo,None,2021-04-28,7512,3,1,313,93,0,10353.54940711461,0.0
Africa,Togo,None,2021-04-29,7512,3,1,313,93,0,10695.663784584965,0.0
Africa,Togo,None,2021-04-30,7512,2,1,313,93,0,11037.778162055321,0.0
Africa,Togo,None,2021-05-01,7512,2,1,313,93,0,11379.892539525677,0.0
Africa,Togo,None,2021-05-02,7512,2,1,313,93,0,11722.006916996033,0.0
Africa,Togo,None,2021-05-03,7512,2,1,313,93,0,12064.12129446639,0.0
Africa,Togo,None,2021-05-04,7512,2,1,313,93,0,12406.235671936745,0.0
Africa,Togo,None,2021-05-05,7512,2,1,313,93,0,12748.350049407101,0.0
Africa,Togo,None,2021-05-06,7512,2,1,313,93,0,13090.464426877457,0.0
Africa,Togo,None,2021-05-07,7512,2,1,313,93,0,13432.578804347811,0.0
Africa,Togo,None,2021-05-08,7512,2,1,313,93,0,13774.693181818167,0.0
Africa,Togo,None,2021-05-09,7512,1,1,313,93,0,14116.807559288523,0.0
Africa,Togo,None,2021-05-10,7512,1,1,313,93,0,14458.92193675888,0.0
Africa,Togo,None,2021-05-11,7512,1,0,313,93,0,14801.036314229235,0.0
Africa,Togo,None,2021-05-12,7512,1,0,313,93,0,15143.150691699591,0.0
Africa,Togo,None,2021-05-13,7512,1,0,313,93,0,15485.265069169945,0.0
Africa,Togo,None,2021-05-14,7512,1,0,313,93,0,15827.379446640301,0.0
Africa,Togo,None,2021-05-15,7512,1,0,313,93,0,16169.493824110657,0.0
Africa,Tunisia,None,2021-04-21,206964,444,123,43473,8766,21,11544.488870298868,1836.9601082251052
Africa,Tunisia,None,2021-04-22,206964,434,120,43473,8773,21,11842.316593379092,1924.4799783549754
Africa,Tunisia,None,2021-04-23,206964,424,117,43473,8781,20,12140.144316459315,2011.9998484848456
Africa,Tunisia,None,2021-04-24,206964,414,113,43473,8789,20,12437.972039539536,2099.5197186147157
Africa,Tunisia,None,2021-04-25,206964,405,110,43473,8796,20,12735.79976261976,2187.0395887445857
Africa,Tunisia,None,2021-04-26,206964,396,107,43473,8803,19,13033.627485699983,2274.559458874456
Africa,Tunisia,None,2021-04-27,206964,387,104,43473,8810,19,13331.455208780206,2362.079329004326
Africa,Tunisia,None,2021-04-28,206964,378,101,43473,8817,18,13629.282931860429,2449.599199134196
Africa,Tunisia,None,2021-04-29,206964,370,99,43473,8824,18,13927.110654940652,2537.1190692640666
Africa,Tunisia,None,2021-04-30,206964,362,96,43473,8831,18,14224.938378020875,2624.638939393936
Africa,Tunisia,None,2021-05-01,206964,354,94,43473,8838,17,14522.766101101097,2712.1588095238067
Africa,Tunisia,None,2021-05-02,206964,346,91,43473,8844,17,14820.59382418132,2799.6786796536767
Africa,Tunisia,None,2021-05-03,206964,338,89,43473,8850,17,15118.421547261543,2887.1985497835467
Africa,Tunisia,None,2021-05-04,206964,331,86,43473,8856,16,15416.249270341767,2974.718419913417
Africa,Tunisia,None,2021-05-05,206964,324,84,43473,8863,16,15714.07699342199,3062.238290043287
Africa,Tunisia,None,2021-05-06,206964,317,82,43473,8868,16,16011.904716502213,3149.758160173157
Africa,Tunisia,None,2021-05-07,206964,310,80,43473,8874,15,16309.732439582436,3237.2780303030277
Africa,Tunisia,None,2021-05-08,206964,303,78,43473,8880,15,16607.56016266266,3324.7979004328977
Africa,Tunisia,None,2021-05-09,206964,296,76,43473,8886,15,16905.387885742883,3412.3177705627677
Africa,Tunisia,None,2021-05-10,206964,290,74,43473,8891,14,17203.215608823106,3499.837640692638
Africa,Tunisia,None,2021-05-11,206964,284,72,43473,8896,14,17501.04333190333,3587.357510822508
Africa,Tunisia,None,2021-05-12,206964,278,70,43473,8902,14,17798.871054983552,3674.877380952378
Africa,Tunisia,None,2021-05-13,206964,272,68,43473,8907,14,18096.698778063776,3762.397251082248
Africa,Tunisia,None,2021-05-14,206964,266,66,43473,8912,13,18394.526501144,3849.9171212121187
Africa,Tunisia,None,2021-05-15,206964,260,65,43473,8917,13,18692.35422422422,3937.4369913419887
Africa,Uganda,None,2021-04-21,39704,6,0,52,332,0,12086.657840238182,0.0
Africa,Uganda,None,2021-04-22,39704,5,0,52,332,0,12363.429596688511,0.0
Africa,Uganda,None,2021-04-23,39704,5,0,52,332,0,12640.201353138838,0.0
Africa,Uganda,None,2021-04-24,39704,5,0,52,332,0,12916.973109589166,0.0
Africa,Uganda,None,2021-04-25,39704,4,0,52,332,0,13193.744866039495,0.0
Africa,Uganda,None,2021-04-26,39704,4,0,52,332,0,13470.516622489822,0.0
Africa,Uganda,None,2021-04-27,39704,4,0,52,332,0,13747.28837894015,0.0
Africa,Uganda,None,2021-04-28,39704,4,0,52,332,0,14024.060135390479,0.0
Africa,Uganda,None,2021-04-29,39704,3,0,52,332,0,14300.831891840806,0.0
Africa,Uganda,None,2021-04-30,39704,3,0,52,332,0,14577.603648291133,0.0
Africa,Uganda,None,2021-05-01,39704,3,0,52,332,0,14854.375404741462,0.0
Africa,Uganda,None,2021-05-02,39704,3,0,52,332,0,15131.14716119179,0.0
Africa,Uganda,None,2021-05-03,39704,2,0,52,332,0,15407.918917642117,0.0
Africa,Uganda,None,2021-05-04,39704,2,0,52,332,0,15684.690674092446,0.0
Africa,Uganda,None,2021-05-05,39704,2,0,52,332,0,15961.462430542773,0.0
Africa,Uganda,None,2021-05-06,39704,2,0,52,332,0,16238.2341869931,0.0
Africa,Uganda,None,2021-05-07,39704,2,0,52,332,0,16515.00594344343,0.0
Africa,Uganda,None,2021-05-08,39704,2,0,52,332,0,16791.777699893755,0.0
Africa,Uganda,None,2021-05-09,39704,2,0,52,332,0,17068.549456344084,0.0
Africa,Uganda,None,2021-05-10,39704,2,0,52,332,0,17345.321212794413,0.0
Africa,Uganda,None,2021-05-11,39704,1,0,52,332,0,17622.09296924474,0.0
Africa,Uganda,None,2021-05-12,39704,1,0,52,332,0,17898.864725695068,0.0
Africa,Uganda,None,2021-05-13,39704,1,0,52,332,0,18175.636482145397,0.0
Africa,Uganda,None,2021-05-14,39704,1,0,52,332,0,18452.408238595723,0.0
Africa,Uganda,None,2021-05-15,39704,1,0,52,332,0,18729.17999504605,0.0
Africa,Zambia,None,2021-04-21,71310,191,104,16494,1256,7,1142.7777777777762,0.0
Africa,Zambia,None,2021-04-22,71310,183,100,16494,1258,6,1344.444444444443,0.0
Africa,Zambia,None,2021-04-23,71310,176,96,16494,1259,6,1546.1111111111095,0.0
Africa,Zambia,None,2021-04-24,71310,169,92,16494,1261,6,1747.7777777777762,0.0
Africa,Zambia,None,2021-04-25,71310,162,88,16494,1263,6,1949.444444444443,0.0
Africa,Zambia,None,2021-04-26,71310,156,84,16494,1264,5,2151.1111111111095,0.0
Africa,Zambia,None,2021-04-27,71310,150,81,16494,1266,5,2352.7777777777765,0.0
Africa,Zambia,None,2021-04-28,71310,144,77,16494,1267,5,2554.444444444443,0.0
Africa,Zambia,None,2021-04-29,71310,138,74,16494,1269,5,2756.1111111111095,0.0
Africa,Zambia,None,2021-04-30,71310,133,71,16494,1270,5,2957.7777777777765,0.0
Africa,Zambia,None,2021-05-01,71310,128,68,16494,1272,4,3159.444444444443,0.0
Africa,Zambia,None,2021-05-02,71310,123,65,16494,1273,4,3361.11111111111,0.0
Africa,Zambia,None,2021-05-03,71310,118,63,16494,1275,4,3562.7777777777765,0.0
Africa,Zambia,None,2021-05-04,71310,114,60,16494,1276,4,3764.444444444443,0.0
Africa,Zambia,None,2021-05-05,71310,110,58,16494,1277,4,3966.11111111111,0.0
Africa,Zambia,None,2021-05-06,71310,106,55,16494,1279,4,4167.7777777777765,0.0
Africa,Zambia,None,2021-05-07,71310,102,53,16494,1280,4,4369.444444444443,0.0
Africa,Zambia,None,2021-05-08,71310,98,51,16494,1281,4,4571.1111111111095,0.0
Africa,Zambia,None,2021-05-09,71310,94,49,16494,1282,3,4772.7777777777765,0.0
Africa,Zambia,None,2021-05-10,71310,91,47,16494,1283,3,4974.444444444443,0.0
Africa,Zambia,None,2021-05-11,71310,88,45,16494,1284,3,5176.1111111111095,0.0
Africa,Zambia,None,2021-05-12,71310,84,43,16494,1285,3,5377.7777777777765,0.0
Africa,Zambia,None,2021-05-13,71310,81,42,16494,1287,3,5579.444444444443,0.0
Africa,Zambia,None,2021-05-14,71310,79,40,16494,1288,3,5781.11111111111,0.0
Africa,Zambia,None,2021-05-15,71310,76,38,16494,1289,3,5982.7777777777765,0.0
Africa,Zimbabwe,None,2021-04-21,35320,157,128,17565,1592,7,10614.963252164494,8894.539462081131
Africa,Zimbabwe,None,2021-04-22,35320,150,122,17565,1593,7,10810.72562770562,8894.539462081131
Africa,Zimbabwe,None,2021-04-23,35320,143,117,17565,1594,6,11006.488003246746,8894.539462081131
Africa,Zimbabwe,None,2021-04-24,35320,137,112,17565,1595,6,11202.250378787872,8894.539462081131
